date,gross_return,cost,net_return,turnover_one_way,wealth
2020-02-28,-0.11336204326801062,0.0017777777777777776,-0.114938288524423,0.5,0.885061711475577
2020-03-31,0.16507998374825084,0.0,0.16507998374825084,0.0,1.0311676844221642
2020-04-30,0.040547745478793425,0.0,0.04054774547879347,0.0,1.072979209236071
2020-05-29,0.02321208554612096,0.0,0.023212085546120864,0.0,1.0978852944300679
2020-06-30,0.08672367883411143,0.0,0.08672367883411147,0.0,1.193097946100915
2020-07-31,0.0675257571910421,0.0,0.06752575719104215,0.0,1.2736627883144565
2020-08-31,-0.060846469073900414,0.0,-0.060846469073900455,0.0,1.196164904854703
2020-09-30,-0.004413683391431557,0.0,-0.004413683391431555,0.0,1.1908854116807324
2020-10-30,0.13978107754510152,0.0,0.1397810775451016,0.0,1.357348657758207
2020-11-30,0.07432250575345267,0.0,0.07432250575345267,0.0,1.4582302111838825
2020-12-31,0.06600548101349248,0.0,0.06600548101349246,0.0,1.5544813977014813
2021-01-29,0.05383634389862814,0.0,0.053836343898628236,0.0,1.6381689928121586
2021-02-26,0.0420478808824999,0.0,0.0420478808825,0.0,1.707050527487329
2021-03-31,0.06852101058019361,0.0,0.06852101058019366,0.0,1.8240193547422137
2021-04-30,-0.01131636034979911,0.0,-0.011316360349799104,0.0,1.8033780944389428
2021-05-28,0.030587576389784456,0.0,0.030587576389784488,0.0,1.858539059662258
2021-06-30,0.027137196011765438,0.0,0.027137196011765452,0.0,1.908974598419835
2021-07-30,0.05462032335667316,0.0,0.054620323356673106,0.0,2.0132434082652018
2021-08-31,-0.03532036600311197,0.0,-0.03532036600311195,0.0,1.9421349142319222
2021-09-30,0.11072630047902135,0.0,0.11072630047902132,0.0,2.1571803283159645
2021-10-29,0.006768102834185847,0.0,0.006768102834185941,0.0,2.17178034660989
2021-11-30,-0.006621058149556663,0.0,-0.006621058149556713,0.0,2.1574008626469214
2021-12-31,-0.04086861683013368,0.0,-0.04086861683013365,0.0,2.0692308734424048
2022-01-31,0.006449034901942319,0.0,0.006449034901942374,0.0,2.0825754155654117
2022-02-28,0.035621904059783396,0.0,0.03562190405978338,0.0,2.1567607172159464
2022-03-31,-0.09975133952408143,0.0,-0.09975133952408144,0.0,1.9416209466407373
2022-04-29,-0.009767016880100808,0.0,-0.009767016880100843,0.0,1.9226571020801397
2022-05-31,-0.11390848712922036,0.0,-0.11390848712922041,0.0,1.70365014031394
2022-06-30,0.12200456539425414,0.0,0.12200456539425408,0.0,1.9115032352668022
2022-07-29,-0.0563199584353144,0.0,-0.056319958435314454,0.0,1.8038474525076067
2022-08-31,-0.08430491082901995,0.0,-0.08430491082901992,0.0,1.6517742538747981
2022-09-30,0.07462860905219845,0.0,0.07462860905219837,0.0,1.7750438689097072
2022-10-31,0.0326147742290994,0.0,0.03261477422909942,0.0,1.8329365239409445
2022-11-30,-0.05220683845017651,0.0,-0.052206838450176485,0.0,1.7372447029461315
2022-12-30,0.10924822429502085,0.0,0.10924822429502079,0.0,1.9270356019089272
2023-01-31,-0.018322413615537644,0.0,-0.018322413615537658,0.0,1.8917276585588854
2023-02-28,0.0689178701125822,0.0,0.0689178701125821,0.0,2.0221014996198257
2023-03-31,0.029933585076244038,0.0,0.029933585076244107,0.0,2.0826302468914966
2023-04-28,0.017877223215868824,0.0,0.01787722321586882,0.0,2.1198618926912958
2023-05-31,0.04770829311077819,0.0,0.04770829311077818,0.0,2.2209968852221813
2023-06-30,0.023151270596997342,0.0,0.023151270596997398,0.0,2.2724157851070483
2023-07-31,-0.01826768583467322,0.0,-0.018267685834673197,0.0,2.2309040074589603
2023-08-31,-0.03299499936303864,0.0,-0.032994999363038624,0.0,2.1572953311538514
2023-09-29,0.0032437291120071795,0.0,0.003243729112007099,0.0,2.164293012822712
2023-10-31,0.08063517820500724,0.0,0.08063517820500721,0.0,2.338811165599523
2023-11-30,0.04428797822165799,0.0,0.044287978221658086,0.0,2.442392383566166
2023-12-29,0.02225499128186445,0.0,0.022254991281864367,0.0,2.496747804769323
2024-01-31,0.08603609019856649,0.0,0.0860360901985664,0.0,2.7115582241035288
2024-02-29,0.05060752571926756,0.0,0.05060752571926752,0.0,2.8487834766691393
2024-03-28,-0.04091111115186046,0.0,-0.04091111115186041,0.0,2.732236579207545
2024-04-30,0.06575931898660091,0.0,0.06575931898660081,0.0,2.9119065959665127
2024-05-31,0.018199655935558667,0.0,0.018199655935558612,0.0,2.964902294129587
2024-06-28,0.014987368675216243,0.0,0.014987368675216217,0.0,3.009338377897701
2024-07-31,-0.003921126842021259,0.0,-0.003921126842021283,0.0,2.9975383804074016
2024-08-30,0.012001008548770065,0.0,0.012001008548770065,0.0,3.0335118641359373
2024-09-30,0.0028528275054157054,0.0,0.0028528275054156005,0.0,3.0421659502199487
2024-10-31,0.07958180423243887,0.0,0.07958180423243877,0.0,3.2842670053129437
2024-11-29,-0.02521723955091833,0.0,-0.02521723955091837,0.0,3.2014468574907897
2024-12-31,0.025960498914101557,0.0,0.02596049891410157,0.0,3.2845580151582334
2025-01-31,-0.024454993393627902,0.0,-0.02445499339362789,0.0,3.204234170596551
2025-02-28,-0.03855181891802725,0.0,-0.03855181891802728,0.0,3.0807051150807574
2025-03-31,-0.009023354069417235,0.0,-0.009023354069417233,0.0,3.052906822043919
2025-04-30,0.06546431392899635,0.0,0.06546431392899632,0.0,3.2527632726381763
2025-05-30,0.043597906037891,0.0,0.04359790603789104,0.0,3.3945769401621586
2025-06-30,0.060184864564198054,0.0,0.060184864564198026,0.0,3.5988790935585677
2025-07-31,0.032490696298514955,0.0,0.032490696298514976,0.0,3.715809181202454
2025-08-29,0.03576658552390959,0.0,0.035766585523909544,0.0,3.84871098807246
2025-09-30,0.024896109117291006,0.0,0.02489610911729101,0.0,3.9445289167924287
2025-10-31,-0.007414670032465806,0.0,-0.007414670032465764,0.0,3.9152815364408933
2025-11-28,-0.0005889215785088607,0.0,-0.0005889215785088719,0.0,3.912975742658146
2025-12-31,0.018030661997247434,0.0,0.018030661997247455,0.0,3.9835292856774434
2026-01-30,-0.02475669624874645,0.0,-0.024756696248746435,0.0,3.8849102611539412
2026-02-27,-0.013734484386210433,0.0,-0.013734484386210388,0.0,3.831553021830294
2026-03-31,0.0688624199518333,0.0,0.06886241995183329,0.0,4.095403035087288
2026-04-30,0.01224495325206731,0.0,0.012244953252067203,0.0,4.145551053800306
2026-05-29,-0.04322297311193812,0.0,-0.04322297311193812,0.0,3.9663680120677283
2026-06-30,0.055124729815704404,0.0,0.05512472981570449,0.0,4.185012977082614
