date,gross_return,cost,net_return,turnover_one_way,wealth
2020-02-28,-0.05762899447092744,0.0017000000000000001,-0.05923102518032686,0.5,0.9407689748196731
2020-03-31,0.1211973759805125,0.0,0.1211973759805125,0.0,1.0547877059716944
2020-04-30,0.021736485215959372,0.0,0.02173648521595939,0.0,1.0777150833485238
2020-05-29,0.017056210464393512,0.0,0.01705621046439343,0.0,1.0960968186307676
2020-06-30,0.07682608903964785,0.0,0.07682608903964794,0.0,1.1803056504149698
2020-07-31,0.031550305649972195,0.0,0.03155030564997219,0.0,1.2175446544459514
2020-08-31,-0.0409805262153217,0.0,-0.040980526215321667,0.0,1.1676490338161043
2020-09-30,-0.014608236915889338,0.0,-0.014608236915889306,0.0,1.1505917400955095
2020-10-30,0.10498859097415658,0.0,0.10498859097415658,0.0,1.27139074567464
2020-11-30,0.04912779560200503,0.0,0.04912779560200509,0.0,1.3338513703584247
2020-12-31,0.0356154398070173,0.0,0.0356154398070172,0.0,1.3813570735509326
2021-01-29,0.019973970116241243,0.0,0.019973970116241135,0.0,1.4089482584578972
2021-02-26,0.012937266930659335,0.0,0.01293726693065933,0.0,1.4271761981690545
2021-03-31,0.057499572663364036,0.0,0.05749957266336403,0.0,1.5092382196790997
2021-04-30,-0.008558924126147713,0.0,-0.008558924126147671,0.0,1.496320764268584
2021-05-28,0.03663821943574248,0.0,0.036638219435742414,0.0,1.5511432927761142
2021-06-30,0.03155488329400427,0.0,0.03155488329400424,0.0,1.600089438351942
2021-07-30,0.03839763932615325,0.0,0.03839763932615314,0.0,1.6615290954953668
2021-08-31,-0.03465414837538408,0.0,-0.03465414837538405,0.0,1.6039502196900526
2021-09-30,0.0885617291478279,0.0,0.08856172914782778,0.0,1.745998824612842
2021-10-29,0.014460875445512602,0.0,0.014460875445512666,0.0,1.7712474961435798
2021-11-30,-0.011793365825455517,0.0,-0.011793365825455537,0.0,1.7503585264541364
2021-12-31,-0.04123370212035944,0.0,-0.04123370212035948,0.0,1.6781847643704952
2022-01-31,-0.0002612364210876311,0.0,-0.00026123642108766276,0.0,1.6777463613887273
2022-02-28,0.00882993632781258,0.0,0.008829936327812593,0.0,1.6925607549340091
2022-03-31,-0.1013758642280329,0.0,-0.10137586422803291,0.0,1.520975945644122
2022-04-29,-0.016137112799989094,0.0,-0.016137112799989084,0.0,1.4964317852431928
2022-05-31,-0.08480799956971394,0.0,-0.08480799956971397,0.0,1.3695223990441818
2022-06-30,0.09363258593601322,0.0,0.0936325859360132,0.0,1.4977543227639811
2022-07-29,-0.05362841061511318,0.0,-0.05362841061511314,0.0,1.4174321389422337
2022-08-31,-0.08605987841777496,0.0,-0.08605987841777496,0.0,1.2954481013994184
2022-09-30,0.03314036608188097,0.0,0.03314036608188098,0.0,1.3383797257198728
2022-10-31,0.045122397987663,0.0,0.04512239798766293,0.0,1.3987706283624242
2022-11-30,-0.045805308576216425,0.0,-0.04580530857621645,0.0,1.3346995081029351
2022-12-30,0.102679408502769,0.0,0.10267940850276891,0.0,1.471745664123881
2023-01-31,-0.027678129566463226,0.0,-0.027678129566463205,0.0,1.43101049694338
2023-02-28,0.06401470049544641,0.0,0.06401470049544633,0.0,1.5226162053110501
2023-03-31,0.02220265822454208,0.0,0.022202658224542038,0.0,1.5564223325247204
2023-04-28,0.0032995345948375926,0.0,0.003299534594837672,0.0,1.5615578018550638
2023-05-31,0.03530951564679293,0.0,0.035309515646792855,0.0,1.6166956514930366
2023-06-30,0.007748751133704635,0.0,0.007748751133704657,0.0,1.6292230237553986
2023-07-31,-0.02368020376902993,0.0,-0.023680203769029906,0.0,1.5906426905676758
2023-08-31,-0.04970203528137833,0.0,-0.04970203528137829,0.0,1.5115845114410147
2023-09-29,-0.015596135591141093,0.0,-0.015596135591141147,0.0,1.4880096344431117
2023-10-31,0.08893176854895755,0.0,0.08893176854895746,0.0,1.6203409628520253
2023-11-30,0.05969706241246035,0.0,0.05969706241246042,0.0,1.717070558440869
2023-12-29,0.008089133069096716,0.0,0.008089133069096643,0.0,1.7309601706771252
2024-01-31,0.05544388556516319,0.0,0.05544388556516311,0.0,1.8269313282980029
2024-02-29,0.03834611449660325,0.0,0.0383461144966033,0.0,1.8969870461903497
2024-03-28,-0.050146491944341585,0.0,-0.05014649194434162,0.0,1.801859800560045
2024-04-30,0.056134312941574546,0.0,0.05613431294157456,0.0,1.9030059624815256
2024-05-31,0.01892008676071123,0.0,0.01892008676071133,0.0,1.9390110003978271
2024-06-28,0.021644536226846672,0.0,0.0216445362268467,0.0,1.9809799942401922
2024-07-31,0.003490722515540102,0.0,0.0034907225155400567,0.0,1.9878950457089208
2024-08-30,0.014500488782372407,0.0,0.014500488782372312,0.0,2.0167204955197566
2024-09-30,-0.014956841077658942,0.0,-0.014956841077658933,0.0,1.98655672757021
2024-10-31,0.06332816807157823,0.0,0.06332816807157826,0.0,2.1123617258975007
2024-11-29,-0.03915441435295954,0.0,-0.03915441435295952,0.0,2.0296534396183774
2024-12-31,0.01998537166856318,0.0,0.01998537166856318,0.0,2.070216817967528
2025-01-31,0.0008335885959855453,0.0,0.0008335885959855904,0.0,2.0719425270982037
2025-02-28,-0.03204595080416102,0.0,-0.03204595080416106,0.0,2.0055451588057656
2025-03-31,-0.011708691802681165,0.0,-0.011708691802681193,0.0,1.9820628486449496
2025-04-30,0.03598936930730602,0.0,0.03598936930730612,0.0,2.053396040495124
2025-05-30,0.03950725746314853,0.0,0.03950725746314854,0.0,2.1345200865407747
2025-06-30,0.03950381610568619,0.0,0.03950381610568621,0.0,2.218841775513375
2025-07-31,0.022362355199950508,0.0,0.022362355199950557,0.0,2.2684603034298942
2025-08-29,0.03766803207973427,0.0,0.03766803207973424,0.0,2.353908738911095
2025-09-30,0.02255289033507844,0.0,0.022552890335078457,0.0,2.40699618455854
2025-10-31,-0.005125857369550845,0.0,-0.005125857369550846,0.0,2.3946582654274398
2025-11-28,-0.00939557057443745,0.0,-0.009395570574437406,0.0,2.3721590846929566
2025-12-31,0.012811724662752225,0.0,0.012811724662752155,0.0,2.4025505337422888
2026-01-30,-0.0026825423818329416,0.0,-0.002682542381832964,0.0,2.3961055901110297
2026-02-27,-0.023359783179600902,0.0,-0.023359783179600857,0.0,2.3401330830506066
2026-03-31,0.046505575195626994,0.0,0.046505575195626925,0.0,2.4489623181121907
2026-04-30,0.010399163745331728,0.0,0.010399163745331785,0.0,2.4744294782643865
2026-05-29,-0.02706879240114986,0.0,-0.0270687924011499,0.0,2.407449660405962
2026-06-30,0.02503701579711594,0.0,0.025037015797116036,0.0,2.467725015584308
