,AAPL,AMZN,BTC-USD,ETH-USD,GLD,GOOGL,IEF,JNJ,JPM,LQD,MSFT,NVDA,TLT,XLE,XLF,XLK,XLV,XOM
2025-07-31,0.0,0.08939528520187098,0.0,0.35806307835867723,0.0,0.055855531921056314,0.0,0.0,0.0,0.0,0.12808456251424602,0.29739779190655347,0.0,0.0,0.0,0.07120375009759598,0.0,0.0
2025-08-29,0.1670332885672884,0.18448407925114813,0.0,0.1720515459976084,0.0,0.0,0.0,0.0,0.13771937811366922,0.0,0.0,0.20099232995661664,0.0,0.0,0.0,0.13771937811366922,0.0,0.0
2025-09-30,0.09109853122017203,0.12793379551133052,0.0,0.2780768417711031,0.0,0.22578195644818524,0.0,0.0,0.06518210860569966,0.0,0.0,0.21192676644350944,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,0.0987922251117433,0.11854055779505017,0.27720985484520116,0.12277883895803049,0.0,0.1995162768272455,0.0,0.0,0.0,0.0,0.0,0.18316224646272938,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,0.11113549957812348,0.0,0.17797495088980983,0.0,0.0,0.38965483292971925,0.0,0.0,0.0,0.0,0.09025995550267393,0.14072739165364573,0.0,0.0,0.0,0.0,0.09024736944602778,0.0
2025-12-31,0.13764610930326088,0.0,0.21219082048517063,0.20772420297748234,0.0,0.21643762684375215,0.0,0.0,0.0989941806316656,0.0,0.0,0.1270070597586684,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,0.0,0.19067943628535855,0.0,0.0,0.12851715239419179,0.16067756208412193,0.0,0.0,0.0,0.0,0.15451058187423475,0.23216085653281504,0.0,0.0,0.0,0.0,0.0,0.13345441082927795
2026-02-27,0.0,0.09346305890821616,0.16408964288101963,0.30473987064552716,0.11223846670045708,0.0,0.0,0.0,0.0,0.0,0.0,0.10347245464584251,0.0,0.0,0.0,0.0,0.0,0.22199650621893746
2026-03-31,0.0,0.12510897700925053,0.0,0.0,0.15878104734772502,0.08565855858869872,0.0,0.0,0.0,0.0,0.0,0.18420185549597487,0.0,0.17788027716946225,0.0,0.0,0.0,0.2683692843888886
2026-04-30,0.05851085794440566,0.0,0.0,0.0,0.24290554737548917,0.15481016396349356,0.0,0.0,0.0,0.0,0.0,0.2526154379879698,0.0,0.0,0.0,0.09457421136874544,0.0,0.19658378135989632
2026-05-29,0.11413472081080243,0.18218253050079103,0.0,0.0,0.11020706436183894,0.0,0.0,0.0,0.0,0.0,0.12571784780903192,0.19713308488482245,0.0,0.0,0.0,0.2706247516327132,0.0,0.0
2026-06-30,0.14106565560170217,0.11677747829384255,0.0,0.0,0.0,0.23217935476745133,0.0,0.0,0.0,0.0,0.1203867123829989,0.12709204441388935,0.0,0.0,0.0,0.2624987545401157,0.0,0.0
