date,gross_return,cost,net_return,turnover_one_way,wealth
2020-02-28,-0.073597355184391,0.0020000000000000005,-0.0754501604740222,0.5,0.9245498395259778
2020-03-31,-0.0911518688391466,0.00345,-0.0942873948916515,0.9,0.8373764437095789
2020-04-30,-0.04058303218901549,0.00205,-0.042549836973028055,0.6,0.8017462125446823
2020-05-29,0.0006831458309324743,0.00265,-0.0019686645055195795,0.8000000000000002,0.8001678432336108
2020-06-30,0.09676125928309182,0.00285,0.09363548969413493,0.7000000000000002,0.8750919510722898
2020-07-31,0.09493684735252227,0.0014000000000000002,0.09340393576622885,0.3,0.9568289834597898
2020-08-31,-0.02890545738673008,0.00030000000000000003,-0.02919678574951401,0.1,0.928892652630789
2020-09-30,0.0276848429094943,0.0020000000000000005,0.02562947322367526,0.5,0.9526996819990585
2020-10-30,0.041267108588007445,0.0023000000000000004,0.03887219423825505,0.6000000000000001,0.9897332090884498
2020-11-30,-0.008772153848660619,0.0023,-0.011051977894808607,0.6000000000000001,0.9787946995398462
2020-12-31,0.1139755860034644,0.0023,0.11141344215565652,0.6000000000000001,1.0878455861792922
2021-01-29,0.08017341308012696,0.0014500000000000001,0.078607161631161,0.4,1.1733580400018329
2021-02-26,0.06226694143856647,0.00175,0.06040797429104883,0.5000000000000001,1.244238222316459
2021-03-31,0.018392120974656936,0.0012000000000000001,0.017170050429487382,0.4,1.2656018553399284
2021-04-30,-0.04454353473982155,0.0006000000000000001,-0.04511680861897771,0.2,1.2085019386447338
2021-05-28,0.03545510772367683,0.0012000000000000001,0.03421256159440844,0.4,1.2498478856575788
2021-06-30,-0.0071534517174932505,0.0006000000000000001,-0.007749159646462833,0.2,1.2401626148578242
2021-07-30,0.04819875846366143,0.0009000000000000001,0.04725537958104398,0.30000000000000004,1.2987669699651507
2021-08-31,0.013699054326113989,0.0006000000000000001,0.013090834893518144,0.2,1.3157689139341193
2021-09-30,-0.06080126669256021,0.0028000000000000004,-0.06343102314582105,0.6000000000000001,1.2323083454998123
2021-10-29,0.006338801141740949,0.0025,0.0038229541388865584,0.5,1.2370194037896252
2021-11-30,-0.04640555014703827,0.0006000000000000001,-0.04697770681695013,0.2,1.1789070689115178
2021-12-31,-0.06024346536398005,0.0015,-0.06165310016593406,0.5,1.1062237933055883
2022-01-31,0.04380381267566432,0.0018,0.041924965812848214,0.6000000000000001,1.1526021880212844
2022-02-28,0.02786680517040457,0.0012000000000000001,0.026633365004200105,0.4,1.183299862799495
2022-03-31,-0.044790359085468356,0.0009000000000000001,-0.045650047762291424,0.30000000000000004,1.1292821675455853
2022-04-29,-0.053686314046909246,0.0021000000000000003,-0.0556735727874107,0.7000000000000002,1.0664109945932112
2022-05-31,-0.09769418429176448,0.0015,-0.09904764301532676,0.5,0.9607854990931233
2022-06-30,0.07934672632413264,0.0012000000000000001,0.07805151025254364,0.4,1.0357762583260854
2022-07-29,-0.02452652851000109,0.002,-0.02647747545298118,0.5,1.008351517871476
